Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
19298.481060193,8549.534144995814,0.0,168.2116803665145,10561.949071513469,18.78616331698218
