Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
371207.24495287583,18280.855826908493,4707.58919995234,253.4765409,1601.9110236659396,346363.35619597224
