Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
11651.253184251225,2395.627799220765,0.0,11.52166095,9215.740577252494,27.490144040653753
