ID,Zone,Resource,Total_Storage_MWh,Start_Storage_MWh,Change_in_Storage_MWh
27,1,battery,24823.79170154201,0.0,24823.79170154201
40,2,battery,307510.73823076085,0.0,307510.73823076085
54,3,battery,93130.98698706242,0.0,93130.98698706242
