Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
467688.98940868897,18126.013879409948,6007.998564418357,175.23257449997843,1740.1176583212675,441639.6267320396
