Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
371449.9408412521,18427.670406915477,4709.115617920409,253.4765409,1696.334899486431,346363.33984793985
