Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
19142.57343610927,8555.933658932196,0.0,170.28585540787947,10390.697423189353,25.656498580514906
