Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
882750.9834448529,28764.95804685953,0.0,253.4765409,336.6342307292598,853395.9146263567
