Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
19720.30496598078,8481.97596180226,0.0,73.41585342599222,11125.054407124824,39.85874362731777
