Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
913102.4111433318,63739.69063534117,0.0,253.4765409,336.62795785596603,848772.6160092276
